"","title","doi","arxiv_id","ads_id","altmetric_jid","issns","journal","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","type","altmetric_id","cited_by_gplus_count","cited_by_fbwalls_count","cited_by_posts_count","cited_by_tweeters_count","cited_by_accounts_count","cited_by_feeds_count","cited_by_rdts_count","cited_by_msm_count","cited_by_delicious_count","cited_by_forum_count","cited_by_qs_count","cited_by_rh_count","cited_by_wikipedia_count","score","citeulike","mendeley","connotea","url","added_on","published_on","subjects","scopus_subjects","last_updated","readers_count","details_url","pmid","abstract","abstract_source","pmc","cited_by_pinners_count","cited_by_videos_count","schema","is_oa","cited_by_posts_count.1","cited_by_tweeters_count.1","cited_by_accounts_count.1","cited_by_wikipedia_count.1","cited_by_weibo_count","cited_by_policies_count","isbns"
"27","Measuring social dynamics in a massive multiplayer online game ","10.1016/j.socnet.2010.06.001",NA,NA,"4f6fa6383cf058f610008962","03788733,","Social Networks","4596437","5.3992147181961","1985990","55","2564499","257","5.2604140625","151","40","104","76440","5.6424404296236","28375","61","47130","15","5.4075714285714","8","46","7","article","887044",NA,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1.75,"8","126","0","http://dx.doi.org/10.1016/j.socnet.2010.06.001",1344952597,1285891200,",","Psychology, Social Sciences, ",1434030019,134,"http://www.altmetric.com/details.php?citation_id=887044",NA,NA,NA,NA,NA,NA,"1.5.4","FALSE",NA,NA,NA,NA,NA,NA,NA
"28","Community Structure in Time-Dependent, Multiscale, and Multiplex
  Networks","10.1126/science.1184819","0911.1824","2010Sci...328..876M","4f6fa4df3cf058f610001f6b","1095-9203,","Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,11,"50","591","1","http://dx.doi.org/10.1126/science.1184819",1345758754,1273795200,"science,","General, ",1441427788,642,"http://www.altmetric.com/details.php?citation_id=909597","20466926","Network science is an interdisciplinary endeavor, with methods and applications drawn from across the natural, social, and information sciences. A prominent problem in network science is the algorithmic detection of tightly connected groups of nodes known as communities. We developed a generalized framework of network quality functions that allowed us to study the community structure of arbitrary multislice networks, which are combinations of individual networks coupled through links that connect each node in one network slice to itself in other slices. This framework allows studies of community structure in a general setting encompassing networks that evolve over time, have multiple types of links (multiplexity), and have multiple scales.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Line graphs of weighted networks for overlapping communities","10.1140/epjb/e2010-00261-8","0912.4389","2010EPJB...77..265E","4f6fa4eb3cf058f610002865","1434-6036,","European Physical Journal B -- Condensed Matter","4747967","5.4905039541171","1820300","61","2899736","205","10.257588235294","130","35","73","177881","9.5491968742974","60441","65","115972","16","17.268933333333","8","43","7","article","4628201",NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2.35,"3","85","0","http://dx.doi.org/10.1140/epjb/e2010-00261-8",1444909693,1284336000,",","Physics and Astronomy, Materials Science, Physical Sciences, ",1445363251,88,"http://www.altmetric.com/details.php?citation_id=4628201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Identification of influential spreaders in complex networks","10.1038/nphys1746","1001.5285","2010NatPh...6..888K","4f6fa50e3cf058f6100031d3",",","New York","4504806","5.0500758732433","626865","85","3870271","119","7.1522711864407","42","63","76","81548","5.3281828393441","12180","84","69300","1","0","1","1","0","article","1046141",NA,2,8,5,8,NA,NA,NA,NA,NA,NA,1,NA,6,"21","540","2","http://dx.doi.org/10.1038/nphys1746",1352208490,1262304000,",",", ",1431235433,563,"http://www.altmetric.com/details.php?citation_id=1046141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Networks of Motifs from Sequences of Symbols","10.1103/physrevlett.105.178702","1002.0668","2010PhRvL.105q8702S","arxiv",",","arXiv","4505550","5.102354651723","3147771","22","1018927","13125","7.2581430966169","9441","20","2728","93476","7.7059682481948","66710","21","19663","135","19.200492537313","109","19","26","article","1720851",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"0","67","0","http://dx.doi.org/10.1103/physrevlett.105.178702",1377886409,1262304000,",",", ",1377886331,67,"http://www.altmetric.com/details.php?citation_id=1720851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Folks in Folksonomies: social link prediction from shared metadata","10.1145/1718487.1718521",NA,NA,NA,",",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"article","3670360",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,"14","105","0","http://dx.doi.org/10.1145/1718487.1718521",1424014821,NA,",",", ",1399202639,119,"http://www.altmetric.com/details.php?citation_id=3670360",NA,NA,NA,NA,NA,NA,"1.5.4","FALSE",1,NA,1,1,NA,NA,NA
"33","Homophily and Contagion Are Generically Confounded in Observational Social Network Studies","10.1177/0049124111404820",NA,NA,"4f6fa5143cf058f61000356e","0049-1241,1552-8294,","Sociological Methods & Research","4747624","5.4900811046224","96540","97","4651189","179","4.9949887640449","3","98","176","3639805","6.2323068303438","88043","97","3551760","139","5.6713333333333","3","97","136",NA,NA,NA,NA,21,16,20,3,NA,NA,NA,NA,NA,NA,1,41.34,"15","317","0","http://dx.doi.org/10.1177/0049124111404820",NA,1305590400,",","Social Sciences, ",1445003651,330,"http://www.altmetric.com/details.php?citation_id=101715","22523436","The authors consider processes on social networks that can potentially involve three factors: homophily, or the formation of social ties due to matching individual traits; social contagion, also known as social influence; and the causal effect of an individual's covariates on his or her behavior or other measurable responses. The authors show that generically, all of these are confounded with each other. Distinguishing them from one another requires strong assumptions on the parametrization of the social process or on the adequacy of the covariates used (or both). In particular the authors demonstrate, with simple examples, that asymmetries in regression coefficients cannot identify causal effects and that very simple models of imitation (a form of social contagion) can produce substantial correlations between an individual's enduring traits and his or her choices, even when there is no intrinsic affinity between them. The authors also suggest some possible constructive responses to these results.","pubmed","PMC3328971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Scalable tensor factorizations for incomplete data","10.1016/j.chemolab.2010.08.004",NA,NA,"4f6fa4ea3cf058f6100024f6","01697439,","Chemometrics & Intelligent Laboratory Systems","3635015","4.9193540767705","2016564","26","947192","61","1.7921","25","26","16","85445","7.4491127522121","44302","27","23232","1","0","1","1","0","article","1667094",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","77","0","http://dx.doi.org/10.1016/j.chemolab.2010.08.004",1375518508,1298937600,",","Chemistry, Computer Science, Chemical Engineering, Physical Sciences, ",1375518473,77,"http://www.altmetric.com/details.php?citation_id=1667094",NA,NA,NA,NA,NA,NA,"1.5.4","FALSE",NA,NA,NA,NA,NA,NA,NA
"35","Characterizing and Modeling the Dynamics of Online Popularity","10.1103/physrevlett.105.158701","1005.2704","2010PhRvL.105o8701R","4f6fa6343cf058f610008519","0031-9007,1079-7114,","Physical Review Letters","3712057","4.9755845515294","842720","63","2345263","12147","6.8323708216697","4036","49","6038","105328","9.2344279624409","31334","69","72834","55","24.50662962963","39","29","16","article","3692703",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,"0","127","0","http://dx.doi.org/10.1103/physrevlett.105.158701",1424049802,1285891200,"medicine,","Physics and Astronomy, Physical Sciences, ",1399202639,127,"http://www.altmetric.com/details.php?citation_id=3692703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Characterizing the Community Structure of Complex Networks","10.1371/journal.pone.0011976","1005.4376","2010PLoSO...511976L","4f6fa5313cf058f6100043e3","1932-6203,","PLoS ONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"7","121","0","http://dx.doi.org/10.1371/journal.pone.0011976",1399575000,1281571200,"medicine,science,","Medicine, Agricultural and Biological Sciences, Life Sciences, Health Sciences, Biochemistry, Genetics and Molecular Biology, ",1399574991,128,"http://www.altmetric.com/details.php?citation_id=2336968","20711338","Community structure is one of the key properties of complex networks and plays a crucial role in their topology and function. While an impressive amount of work has been done on the issue of community detection, very little attention has been so far devoted to the investigation of communities in real networks.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","What's in a crowd? Analysis of face-to-face behavioral networks.","10.1016/j.jtbi.2010.11.033",NA,NA,"4f6fa4f73cf058f610002f77",",","Journal of Theoretical Biology","3636226","4.9206251576887","2018538","26","946054","1246","2.9358040160643","659","32","402","231928","3.8955436236405","99652","39","91483","63","1.3966451612903","18","58","37","article",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,"3","161","0","http://dx.doi.org/10.1016/j.jtbi.2010.11.033",1325308982,1291680000,"biology,","Mathematics, Agricultural and Biological Sciences, Life Sciences, Immunology and Microbiology, Physical Sciences, Health Sciences, Biochemistry, Genetics and Molecular Biology, Medicine, ",1297814400,164,"http://www.altmetric.com/details.php?citation_id=523682","21130777","The availability of new data sources on human mobility is opening new avenues for investigating the interplay of social networks, human mobility and dynamical processes such as epidemic spreading. Here we analyze data on the time-resolved face-to-face proximity of individuals in large-scale real-world scenarios. We compare two settings with very different properties, a scientific conference and a long-running museum exhibition. We track the behavioral networks of face-to-face proximity, and characterize them from both a static and a dynamic point of view, exposing differences and similarities. We use our data to investigate the dynamics of a susceptible-infected model for epidemic spreading that unfolds on the dynamical networks of human proximity. The spreading patterns are markedly different for the conference and the museum case, and they are strongly impacted by the causal structure of the network data. A deeper study of the spreading paths shows that the mere knowledge of static aggregated networks would lead to erroneous conclusions about the transmission paths on the dynamical networks.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","A high-resolution human contact network for infectious disease transmission","10.1073/pnas.1009094108","1006.4622","2010PNAS..10722020S","4f6fa5133cf058f6100033a0","1091-6490,","Proceedings of the National Academy of Sciences of the United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,NA,NA,1,NA,NA,NA,NA,NA,11.35,"9","272","0","http://dx.doi.org/10.1073/pnas.1009094108",1371243553,1292198400,"science,","General, ",1399993423,281,"http://www.altmetric.com/details.php?citation_id=1557851","21149721","The most frequent infectious diseases in humans--and those with the highest potential for rapid pandemic spread--are usually transmitted via droplets during close proximity interactions (CPIs). Despite the importance of this transmission route, very little is known about the dynamic patterns of CPIs. Using wireless sensor network technology, we obtained high-resolution data of CPIs during a typical day at an American high school, permitting the reconstruction of the social network relevant for infectious disease transmission. At 94% coverage, we collected 762,868 CPIs at a maximal distance of 3 m among 788 individuals. The data revealed a high-density network with typical small-world properties and a relatively homogeneous distribution of both interaction time and interaction partners among subjects. Computer simulations of the spread of an influenza-like disease on the weighted contact graph are in good agreement with absentee data during the most recent influenza season. Analysis of targeted immunization strategies suggested that contact network data are required to design strategies that are significantly more effective than random immunization. Immunization strategies based on contact network data were most effective at high vaccination coverage.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Link creation and profile alignment in the aNobii social network","10.1109/socialcom.2010.42","1006.4966","2010arXiv1006.4966A","arxiv",",","arXiv","4505992","5.1115236646191","2327941","34","1535258","282026","2.4074049747364","114940","46","130803","3441591","5.7475578211148","1806192","33","1139794","41215","4.1672439462318","18399","44","18442","article","172311",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","31","0","http://dx.doi.org/10.1109/socialcom.2010.42",NA,1262304000,",",", ",1308931995,31,"http://www.altmetric.com/details.php?citation_id=172311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","The Spread of Evidence-Poor Medicine via Flawed Social-Network Analysis","10.2202/2151-7509.1024",NA,NA,"4f6fa6383cf058f610008a2a","2151-7509,","Statistics, Politics and Policy","3933126","5.0227350103879","88469","97","3846392","7","6.9493333333333","1","85","6","2970266","5.5038410291775","76444","97","2891117","6","7.8392","1","83","5","article","170911",1,NA,6,NA,6,4,NA,NA,NA,NA,NA,NA,1,32.192,"3","172","0","http://dx.doi.org/10.2202/2151-7509.1024",NA,1305676800,",",", ",1377186960,175,"http://www.altmetric.com/details.php?citation_id=170911",NA,NA,NA,NA,NA,NA,"1.5.4","FALSE",NA,NA,NA,NA,NA,NA,NA
"41","Weblog patterns and human dynamics with decreasing interest","10.1140/epjb/e2011-10722-1","1008.0042","2011EPJB...81..341G","arxiv",",","arXiv","4505030","5.0987896285659","3169797","22","1027320","281982","2.5573788801374","207918","13","39026","76567","4.3427514562599","48466","27","20867","8","1.2142857142857","4","25","2","article","647031",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"2","7","0","http://dx.doi.org/10.1140/epjb/e2011-10722-1",1331655461,1262304000,",",", ",1331654645,9,"http://www.altmetric.com/details.php?citation_id=647031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
